# x, y, z, length, angle, cell_id
31.261194 78.604478 1.000000 36.832942 27.741426 1
40.741722 57.911700 1.000000 45.109001 17.855193 2
58.308163 37.085714 1.000000 46.992018 16.191193 3
68.677130 66.867713 1.000000 46.029467 8.664090 4
82.303502 82.357977 1.000000 22.477517 -27.828723 5
107.643836 79.720548 1.000000 40.628928 -29.595333 6
109.817481 63.532134 1.000000 37.461567 -20.044984 7
133.632075 108.518868 1.000000 47.491263 -20.308790 8
142.814536 80.561404 1.000000 42.733006 27.550010 9
137.294118 65.735294 1.000000 24.017339 32.323312 10
155.957143 95.983333 1.000000 40.215904 1.516019 11
174.336667 81.343333 1.000000 29.730091 -3.598569 12
174.913462 65.870192 1.000000 20.516380 -12.389787 13
193.262411 102.621749 1.000000 40.998229 -24.547475 14
202.177305 89.773050 1.000000 29.648981 -28.409067 15
221.104235 81.371336 1.000000 25.908714 -16.849503 16
246.687664 91.446194 1.000000 33.322457 -27.085449 17
72.263158 51.047847 1.000000 21.083137 -27.313249 18
87.705645 25.931452 1.000000 21.707745 -85.177305 19
87.286344 45.572687 1.000000 22.974426 82.840799 20
111.578797 46.137536 1.000000 31.831662 4.349736 21
140.209440 44.778761 1.000000 31.448083 2.483545 22
168.340741 44.381481 1.000000 24.785961 -25.385222 23
190.913043 53.903727 1.000000 30.987016 -21.744523 24
225.013115 109.783607 1.000000 26.102400 4.729731 25
248.667808 110.154110 1.000000 26.878597 -3.196656 26
101.389513 94.213483 1.000000 24.626541 -30.859486 27
196.741176 71.266667 1.000000 25.649773 -14.091114 28
156.232558 57.995349 1.000000 19.746509 18.461764 29
