# x, y, z, length, angle, cell_id
33.594132 24.124694 1.000000 39.754849 -9.592275 1
74.376000 24.814000 1.000000 47.409542 6.219232 2
104.942708 36.197917 1.000000 32.458523 -9.163960 3
137.127119 48.455508 1.000000 41.818321 -33.521741 4
35.987842 40.079027 1.000000 32.499133 -3.627758 5
64.358108 41.550676 1.000000 31.318741 0.521564 6
95.294671 50.094044 1.000000 34.876689 -21.260282 7
122.801471 59.415441 1.000000 27.652845 -17.237615 8
97.918605 80.383721 1.000000 38.791606 -5.122400 9
132.923241 75.678038 1.000000 42.125875 22.883526 10
87.414687 61.701944 1.000000 52.050432 -19.771354 11
