# x, y, z, length, angle, cell_id
34.466844 52.108753 1.000000 37.109796 18.064866 1
51.923788 33.833718 1.000000 40.710164 4.035489 2
84.609148 84.731809 1.000000 43.710486 -41.634443 3
102.251366 75.325137 1.000000 36.565807 -20.859219 4
103.082418 58.596154 1.000000 34.677482 -11.401570 5
120.129464 95.015625 1.000000 40.735210 10.349808 6
135.179412 74.808824 1.000000 36.664702 22.001367 7
136.911695 58.028640 1.000000 38.924961 17.435348 8
162.805019 44.457529 1.000000 49.270053 -21.171711 9
175.028103 64.540984 1.000000 43.476980 -13.875051 10
219.179191 101.479769 1.000000 46.862604 2.377009 11
31.621387 68.748555 1.000000 33.406236 16.300088 12
65.152284 62.421320 1.000000 41.326280 6.804533 13
102.946809 42.712766 1.000000 27.105915 -3.081686 14
126.916107 43.265101 1.000000 27.533321 3.341012 15
153.660606 89.645455 1.000000 31.878316 -19.861674 16
181.668571 98.217143 1.000000 33.229938 -20.577694 17
165.172549 77.125490 1.000000 26.611833 -13.131345 18
189.700000 84.738462 1.000000 27.575685 -21.695782 19
205.794776 74.791045 1.000000 23.352240 -22.356847 20
227.725664 83.504425 1.000000 30.013987 -22.610399 21
64.252427 48.359223 1.000000 23.540983 -6.450165 22
79.724299 34.100467 1.000000 40.296708 -82.257596 23
