# x, y, z, length, angle, cell_id
35.005693 221.096774 1.000000 48.009868 34.257234 1
50.855114 243.269886 1.000000 30.665090 -61.666710 2
69.735661 226.728180 1.000000 41.738740 -10.783838 3
69.889163 201.002463 1.000000 43.372959 26.430509 4
71.472028 259.524476 1.000000 25.996321 -6.330304 5
98.585714 227.280000 1.000000 37.581388 65.350898 6
110.800570 233.108262 1.000000 41.570637 65.760456 7
120.172269 249.928571 1.000000 21.286683 37.000110 8
126.608247 195.103093 1.000000 42.132538 64.310029 9
131.727273 218.339713 1.000000 43.930484 67.124444 10
132.279545 79.315909 1.000000 48.260148 -86.430168 11
153.349490 139.272959 1.000000 44.206675 -14.101277 12
149.525926 108.096296 1.000000 27.742773 -14.662525 13
157.299781 125.277899 1.000000 46.301254 -13.913425 14
157.542793 53.459459 1.000000 44.886290 17.484699 15
148.382134 179.285360 1.000000 38.822752 70.428887 16
154.324226 219.799636 1.000000 48.011436 -77.196228 17
163.975862 193.662069 1.000000 37.398497 -78.336872 18
177.619565 114.583333 1.000000 27.547851 -9.616689 19
171.351020 226.142857 1.000000 32.011220 -77.669873 20
198.514218 136.609005 1.000000 44.097349 -29.068841 21
202.191327 202.579082 1.000000 33.711868 -24.953435 22
202.612782 120.458647 1.000000 23.668043 -46.045037 23
204.307317 230.280488 1.000000 41.089472 -66.410255 24
220.695733 43.625232 1.000000 50.683703 18.305376 25
212.469613 268.837017 1.000000 41.001807 -69.103593 26
223.431718 229.991189 1.000000 39.648609 -57.169295 27
225.147992 138.154334 1.000000 43.093641 -68.888581 28
225.005848 260.362573 1.000000 33.232108 -66.943074 29
221.569930 302.870629 1.000000 31.391028 -79.330732 30
233.758410 217.957187 1.000000 46.281519 -57.554768 31
235.500000 295.597826 1.000000 42.834695 -79.369105 32
239.410200 338.767184 1.000000 50.091882 -68.838719 33
244.131086 177.827715 1.000000 29.445591 6.505821 34
238.212121 131.321212 1.000000 19.718926 -63.587405 35
253.878981 334.528662 1.000000 49.538393 -72.779756 36
257.636761 382.037199 1.000000 47.734634 -66.507438 37
274.190291 232.798058 1.000000 51.187102 3.968180 38
266.340741 299.923457 1.000000 49.642614 75.286252 39
276.806011 175.336066 1.000000 39.681655 0.045911 40
283.304054 406.182432 1.000000 33.382173 -21.033708 41
279.411616 259.462121 1.000000 42.404264 69.388941 42
288.574822 424.389549 1.000000 38.358099 -23.066983 43
288.864662 333.867168 1.000000 51.121879 -82.949039 44
301.694611 286.069860 1.000000 50.211914 68.256759 45
305.321168 235.120438 1.000000 27.337877 63.304197 46
312.021898 134.981752 1.000000 32.137889 -15.585104 47
306.552553 341.060060 1.000000 34.914416 68.109606 48
318.162162 422.049140 1.000000 45.099935 -24.082258 49
317.806584 211.251029 1.000000 24.458001 63.185222 50
320.887283 311.673410 1.000000 37.149884 63.176110 51
321.442815 343.539589 1.000000 36.672791 65.320149 52
340.207207 189.591592 1.000000 32.430312 -20.358934 53
336.877551 311.516035 1.000000 37.922646 66.115619 54
342.802974 205.914498 1.000000 32.975665 -17.036750 55
337.624161 364.691275 1.000000 28.872243 -64.775499 56
341.434911 334.863905 1.000000 35.398407 66.150095 57
354.289308 223.855346 1.000000 35.858845 -19.955864 58
351.382979 271.385106 1.000000 50.983365 65.853104 59
354.571749 85.573991 1.000000 42.832503 -60.515353 60
355.382231 340.892562 1.000000 47.242829 68.099067 61
354.778816 304.102804 1.000000 33.535793 83.958531 62
369.607895 46.878947 1.000000 33.891494 49.190461 63
375.849894 201.885835 1.000000 43.942508 -19.872483 64
367.637795 271.787402 1.000000 37.541505 65.933019 65
373.892473 217.150538 1.000000 36.671147 -19.552840 66
383.819588 53.829897 1.000000 44.166110 49.565756 67
387.077640 234.987578 1.000000 37.865957 -16.806314 68
381.839674 298.584239 1.000000 42.845923 -70.498074 69
388.651832 90.185864 1.000000 47.716329 -55.393771 70
390.717131 278.390438 1.000000 44.512421 -70.276308 71
392.413907 25.701987 1.000000 27.767426 33.340335 72
397.676692 338.674185 1.000000 40.147407 -61.445024 73
400.708861 82.412658 1.000000 38.333569 -52.868532 74
403.436031 155.524804 1.000000 35.245472 -33.377113 75
410.890160 218.869565 1.000000 38.990132 -6.872399 76
402.342342 314.924925 1.000000 30.757231 -70.208221 77
417.528822 30.486216 1.000000 39.355197 17.478429 78
423.098655 118.950673 1.000000 49.628816 -24.531908 79
421.763462 271.780769 1.000000 48.680210 25.400811 80
420.334963 327.704156 1.000000 37.062254 56.317637 81
423.836667 304.366667 1.000000 30.211434 25.164529 82
426.580902 350.137931 1.000000 30.774476 15.623688 83
427.284058 104.231884 1.000000 34.207863 -29.725055 84
429.718310 47.239437 1.000000 29.398075 -25.505740 85
427.943144 168.836120 1.000000 25.147624 -70.933070 86
443.824451 221.156740 1.000000 33.139651 -5.191150 87
442.659033 195.534351 1.000000 36.266987 -82.480667 88
456.126697 340.088235 1.000000 38.370488 16.720940 89
468.359026 215.720081 1.000000 46.674903 -46.145059 90
468.295515 317.403694 1.000000 34.337325 37.167542 91
470.841743 176.660550 1.000000 44.739244 -44.659423 92
483.248705 73.484456 1.000000 39.223665 -35.726696 93
486.396694 112.804408 1.000000 42.608413 -45.889235 94
494.284746 286.677966 1.000000 35.690046 -3.162239 95
493.973451 221.693215 1.000000 42.517634 -48.154377 96
498.411236 302.080899 1.000000 40.906460 -3.665584 97
501.286316 208.360000 1.000000 47.503238 -46.336945 98
516.515152 142.193473 1.000000 50.129699 -41.100670 99
516.564935 237.766234 1.000000 29.885169 58.277216 100
524.692607 289.007782 1.000000 30.523866 -3.610512 101
538.326437 303.347126 1.000000 40.346342 5.264302 102
544.256281 249.585427 1.000000 43.812939 65.317165 103
562.693548 276.682796 1.000000 38.002595 61.928250 104
572.971922 221.989201 1.000000 50.993990 -77.081183 105
579.778226 254.141129 1.000000 23.346947 -7.602485 106
75.704819 274.420181 1.000000 65.025548 -0.884813 107
75.519685 243.748031 1.000000 31.680484 -25.299290 108
100.976510 259.365772 1.000000 34.320331 -34.586627 109
80.100610 180.277439 1.000000 31.452661 28.930639 110
107.008152 165.750000 1.000000 38.574559 27.878433 111
82.428571 211.578755 1.000000 25.022029 22.030521 112
103.990291 200.941748 1.000000 28.863442 25.489533 113
118.883306 175.601297 1.000000 65.433689 30.203498 114
110.872014 132.025597 1.000000 55.067249 79.113525 115
133.726375 279.245416 1.000000 62.974512 2.142779 116
117.144144 76.689189 1.000000 64.505352 -86.272789 117
126.960905 129.388889 1.000000 54.865575 81.748927 118
132.426471 262.363971 1.000000 30.337849 20.566304 119
157.402878 251.906475 1.000000 30.140777 26.584884 120
135.747508 45.272425 1.000000 29.326200 27.778499 121
163.147222 35.916667 1.000000 35.465324 11.643367 122
143.269767 151.255814 1.000000 24.233888 -14.324468 123
166.209559 156.481618 1.000000 28.653124 -10.417780 124
158.568783 95.018519 1.000000 38.977886 -17.759587 125
190.135484 101.206452 1.000000 33.472645 -7.773264 126
176.785124 70.832645 1.000000 54.845729 -13.234186 127
171.653846 285.362426 1.000000 62.821530 -78.733701 128
176.598639 174.248299 1.000000 32.591776 -23.526575 129
179.798005 202.024938 1.000000 41.253265 -73.952049 130
188.996970 234.424242 1.000000 32.651561 -70.102574 131
181.752717 260.597826 1.000000 40.905147 -77.384321 132
191.395000 297.995000 1.000000 42.224655 -73.465855 133
196.632238 331.773083 1.000000 56.768355 -42.913660 134
196.131646 60.767089 1.000000 44.058533 -12.682826 135
238.086022 70.845161 1.000000 53.577973 -13.626032 136
190.648649 39.047297 1.000000 28.000898 30.973762 137
215.414474 28.773026 1.000000 31.644281 16.572318 138
203.425703 171.291165 1.000000 54.426497 -25.523696 139
198.483607 270.860656 1.000000 43.587130 -75.538704 140
207.683168 304.887789 1.000000 35.667896 -83.627588 141
210.301754 91.877193 1.000000 34.318779 -17.131281 142
238.284483 98.797414 1.000000 28.704962 -11.895588 143
227.095238 82.217391 1.000000 56.045498 -14.207577 144
232.241993 112.359431 1.000000 54.587369 -14.174537 145
240.563319 163.947598 1.000000 47.026999 9.781631 146
282.000000 161.138272 1.000000 44.077299 -1.813137 147
249.660714 56.883929 1.000000 50.827776 -5.164599 148
294.408451 60.241197 1.000000 52.666549 -2.197229 149
241.287197 262.166090 1.000000 33.430675 -69.219127 150
250.425656 292.553936 1.000000 37.353958 -81.392595 151
245.816176 393.071078 1.000000 40.320543 -64.343243 152
