# x, y, z, length, angle, cell_id
36.951952 234.441441 1.000000 29.287956 -48.721058 1
58.246334 220.237537 1.000000 36.884193 9.358162 2
58.244604 249.507194 1.000000 25.204758 -13.425897 3
84.793713 194.098232 1.000000 48.776842 41.717101 4
89.683274 209.370107 1.000000 35.714061 40.539904 5
97.573674 129.440079 1.000000 49.001034 39.371782 6
96.794479 220.503067 1.000000 39.777582 41.362255 7
114.642706 230.619450 1.000000 41.473602 12.768485 8
110.864162 182.395954 1.000000 37.713686 75.597687 9
123.895928 122.796380 1.000000 47.188652 69.120477 10
120.504087 202.141689 1.000000 38.516582 79.931231 11
129.320334 167.760446 1.000000 33.783010 75.048177 12
146.554762 148.016667 1.000000 47.420513 -17.486711 13
132.447644 78.528796 1.000000 41.803957 85.383818 14
138.444223 211.416335 1.000000 44.815039 -77.340200 15
147.851312 134.154519 1.000000 39.730327 -18.228826 16
147.718876 103.244980 1.000000 26.156651 -18.598511 17
154.558685 120.931925 1.000000 42.655084 -17.813352 18
155.605128 51.271795 1.000000 40.345881 28.024371 19
176.402439 67.482927 1.000000 46.770888 -18.284211 20
173.802372 111.462451 1.000000 26.009546 -16.651681 21
185.859606 147.332512 1.000000 47.377386 -29.562239 22
188.309955 164.610860 1.000000 47.854844 -23.854993 23
185.330601 194.674863 1.000000 30.655523 -24.747814 24
191.979540 134.017903 1.000000 39.781047 -33.183065 25
197.667360 38.257796 1.000000 45.095092 16.030454 26
186.184987 220.831099 1.000000 35.902662 -69.859104 27
192.722741 255.504673 1.000000 35.459292 -70.302808 28
196.463830 116.391489 1.000000 20.676302 -70.429932 29
204.448980 220.045918 1.000000 34.346854 -58.805024 30
200.318008 286.494253 1.000000 27.815367 -77.855506 31
205.801948 248.399351 1.000000 29.213997 -67.866634 32
219.751790 77.720764 1.000000 47.520404 -11.897224 33
222.318275 106.412731 1.000000 47.935884 -8.870106 34
214.329609 130.407821 1.000000 34.485573 -72.392084 35
214.392252 279.692494 1.000000 37.510085 -78.756765 36
225.434109 153.901809 1.000000 39.568841 6.116774 37
225.635659 168.468992 1.000000 27.614109 6.927186 38
227.044118 123.029412 1.000000 15.659037 -60.654255 39
231.814181 312.887531 1.000000 43.223902 -72.532494 40
248.883146 209.377528 1.000000 48.310186 34.319692 41
248.146186 351.752119 1.000000 46.895515 -59.057526 42
