# x, y, z, length, angle, cell_id
34.470588 37.792017 1.000000 45.381174 -30.706990 1
73.539150 48.324385 1.000000 46.095150 7.142558 2
92.482222 65.326667 1.000000 49.618146 -13.684476 3
106.519231 52.169231 1.000000 22.970029 14.401456 4
134.395408 66.573980 1.000000 41.104264 10.226682 5
42.671096 23.810631 1.000000 28.678992 -18.049871 6
65.620438 31.923358 1.000000 25.304581 -21.028254 7
84.827119 78.766102 1.000000 27.796461 -17.023458 8
109.280277 84.702422 1.000000 26.295942 -15.505921 9
94.658263 33.131653 1.000000 33.747503 -8.098901 10
125.679887 33.393768 1.000000 36.233859 0.433066 11
138.438356 81.131507 1.000000 34.025088 11.393953 12
166.658307 76.479624 1.000000 28.351437 6.753448 13
153.746082 51.526646 1.000000 27.758745 -22.831433 14
179.725248 61.685644 1.000000 35.311404 -24.468259 15
127.812274 49.101083 1.000000 23.867195 13.234762 16
