# x, y, z, length, angle, cell_id
36.237705 98.975410 1.000000 43.927446 32.602985 1
61.440835 103.563805 1.000000 51.222381 22.170508 2
70.498771 67.390663 1.000000 37.007280 25.437162 3
74.340376 83.610329 1.000000 42.337227 15.389684 4
72.994638 117.321716 1.000000 31.960083 -1.947403 5
88.755853 43.916388 1.000000 26.884406 88.996349 6
102.077098 26.263039 1.000000 39.830727 -20.492098 7
94.407960 94.502488 1.000000 20.837770 4.499468 8
98.258900 71.799353 1.000000 34.256914 -65.510473 9
108.727811 127.828402 1.000000 44.208384 -23.178915 10
134.859694 152.267857 1.000000 36.713338 -24.368635 11
131.478827 68.358306 1.000000 27.754398 -31.720545 12
133.695205 88.517123 1.000000 28.044092 -35.253287 13
144.053879 124.411638 1.000000 49.710070 -14.903879 14
144.803987 139.681063 1.000000 30.995587 -17.570131 15
151.536585 81.097561 1.000000 21.865297 -36.327563 16
155.351190 108.342262 1.000000 30.446837 -48.211166 17
167.076023 158.666667 1.000000 32.001078 2.147736 18
173.344754 83.391863 1.000000 45.667318 53.541235 19
174.554517 143.884735 1.000000 31.801594 -5.188914 20
180.421053 100.786967 1.000000 37.180104 60.797647 21
203.921659 136.025346 1.000000 38.910735 -10.051540 22
206.203804 69.929348 1.000000 34.831979 -5.453964 23
208.668305 86.135135 1.000000 38.463657 -5.230403 24
226.039063 126.304688 1.000000 40.231912 -20.486383 25
241.133475 84.379237 1.000000 44.477254 -38.457638 26
235.120141 146.689046 1.000000 26.132428 -28.898291 27
238.867508 109.466877 1.000000 31.043312 24.169340 28
251.417411 163.187500 1.000000 40.990655 6.497285 29
252.002653 131.496021 1.000000 36.774097 -84.995926 30
264.236915 114.658402 1.000000 36.085226 -74.968656 31
271.837920 140.666667 1.000000 33.029763 44.839783 32
283.492260 151.065015 1.000000 33.635620 45.684872 33
289.888247 123.603083 1.000000 48.511033 -44.815841 34
29.135647 121.829653 1.000000 27.991230 -7.012091 35
52.202020 128.343434 1.000000 26.237854 -23.563533 36
103.736641 108.572519 1.000000 26.852884 -1.577398 37
127.872000 106.744000 1.000000 25.358515 10.730646 38
105.632035 48.138528 1.000000 22.491477 -68.818463 39
112.507092 70.982270 1.000000 30.533213 -78.414217 40
188.667364 119.615063 1.000000 47.722979 27.380062 41
219.801917 102.523962 1.000000 33.922208 26.380916 42
113.901099 94.269231 1.000000 20.848107 -5.918884 43
